id,constituency_name,inec_code,constituency_type,composition,collation_centre,state_id,state_inec_code,state_name,cscdb_country_id,cscdb_country_code,cscdb_country_name,parent_constituency_id,parent_constituency_name,parent_constituency_inec_code
614,OKE-ERO,SC/615/KW,State Constituency,The entire LGA,,24,KW,KWARA STATE,161,NG,Nigeria,,,
615,OMUPO,SC/616/KW,State Constituency,Ward 01 – 08,,24,KW,KWARA STATE,161,NG,Nigeria,,,
616,SHARE/OKE-ODE,SC/617/KW,State Constituency,"Ward 01 – 04, 07, 09 & 10 - 13",,24,KW,KWARA STATE,161,NG,Nigeria,,,
617,ILORIN EAST,SC/618/KW,State Constituency,The entire LGA,,24,KW,KWARA STATE,161,NG,Nigeria,,,
618,ILORIN SOUTH,SC/619/KW,State Constituency,The entire LGA,,24,KW,KWARA STATE,161,NG,Nigeria,,,
619,ILORIN CENTRAL,SC/620/KW,State Constituency,"Ward 03, 04, 06, 10 & 12",,24,KW,KWARA STATE,161,NG,Nigeria,,,
620,ILORIN NORTH WEST,SC/621/KW,State Constituency,"Ward 01, 02, 05, 07 – 09 & 11",,24,KW,KWARA STATE,161,NG,Nigeria,,,
621,IREPODUN,SC/622/KW,State Constituency,The entire LGA,,24,KW,KWARA STATE,161,NG,Nigeria,,,
622,ISIN,SC/623/KW,State Constituency,The entire LGA,,24,KW,KWARA STATE,161,NG,Nigeria,,,
623,GWANABE/ADENA/BANNI,SC/624/KW,State Constituency,Ward 01 – 05,,24,KW,KWARA STATE,161,NG,Nigeria,,,
624,KAIAMA/WAJIBE/KEMANJI,SC/625/KW,State Constituency,Ward 06 – 10,,24,KW,KWARA STATE,161,NG,Nigeria,,,
625,LANWA/EJIDONGARI,SC/626/KW,State Constituency,Ward 01 - 07,,24,KW,KWARA STATE,161,NG,Nigeria,,,
626,OLORU/MALETE/IPAIYE,SC/627/KW,State Constituency,Ward 08 – 17,,24,KW,KWARA STATE,161,NG,Nigeria,,,
627,BALOGUN/OJUMU,SC/628/KW,State Constituency,Ward 01 & 08 – 11,,24,KW,KWARA STATE,161,NG,Nigeria,,,
628,SHAWO/ESSA,SC/629/KW,State Constituency,Ward 03 – 07 & 12,,24,KW,KWARA STATE,161,NG,Nigeria,,,
629,ODO-OGUN,SC/630/KW,State Constituency,Ward 01 – 05 & 11,,24,KW,KWARA STATE,161,NG,Nigeria,,,
630,OKE-OGUN,SC/631/KW,State Constituency,Ward 06 – 10,,24,KW,KWARA STATE,161,NG,Nigeria,,,
631,AGEGE I,SC/632/LA,State Constituency,"OKEKOTO,KEKE,DAROCHA,TABON-TABON/OKO-OBA,ORILE AGEGE/OKO-OBA,ISALE-ODO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
632, AGEGE II,SC/633/LA,State Constituency,"AWODI-ORA,OJO ROAD,LAYENI,ALABA ORO,MOSAFEJO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
633,AJEROMI/IFELODUN I,SC/634/LA,State Constituency,"AGO HAUSA,WILMER,OLODI,TOLU,TEMIDIRE I,TEMIDIRE II",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
634,AJEROMI/IFELODUN II,SC/635/LA,State Constituency,"SHASAH/AKOWONJO,EGBEDDA/ALAMOSHO,IPAJA NORTH,IPAJA  SOUTH,AYOBO/PLEASURE/ALAGBADO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
635,ALIMOSHO I,SC/636/LA,State Constituency,"SHASAH/AKOWONJO,EGBEDA ALIMOSHO,IPAJA NORTH,IPAJA SOUTH,OYOBO/IJON,OKE-ODO/PLEASURE,ABULE-EGBA/ALAGBADO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
636,ALIMOSHO II,SC/637/LA,State Constituency,"IDIMU/ISHERI,IKOTUN/IJEGUN,EGBE/AGODO,IGANDO/EGAN",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
637,AMUWO ODOFIN I,SC/638/LA,State Constituency,"AMUWO-ODOFIN/HOUSING ESTATE,FESTAC I,FESTUC II,FESTAC III",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
638,AMUWO ODOFIN II,SC/639/LA,State Constituency,"KIRIKIRI,AGBOJU,IJEGUN,SATELLITE,IYAGBE/IREDE,IBESHE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
639,APAPA I,SC/640/LA,State Constituency,"APAPA I,APAPA II,APAPA III,APAPA IV,IJORA-OLOYE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
640,APAPA II,SC/641/LA,State Constituency,"IGANMU,GASKIYA,AFOLABI ALASIA,MALU ROAD,SARI",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
641,BADAGRY I,SC/642/LA,State Constituency,"POSUKOH,AWANJIGOH,APA-EAST GROUP,IWORO-GBANKO,AJIDO GROUP",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
642,BADAGRY II,SC/643/LA,State Constituency,"IBEREKO GROUP,ARAROMI,ILOGBO GROUP,IKOGA GROUP,AJARA GROUP,IYAFIN GROUP,",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
643,EPE I,SC/644/LA,State Constituency,"ETITA/EBODE,LAGBADE,POPO-OBA,OKE-BALOGUN,AJAGANNABE,ISE/IGBOLODABA,ABOMITI",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
644,EPE II,SC/645/LA,State Constituency,"AGBOWA,AGBOWA-IKOSI,AGO-OWU,ORUGBO,ILARA,IBONWON,ODORAGUNSHIN,POKA,ODOMOLA,EJIRIN,ITOIKIN",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
645,ETI-OSA I,SC/646/LA,State Constituency,"VICTORIA ISLAND II,ILASAN HOUSING ESTATE/MAIYEGUN,IKOTA/IKATE VILL-AGE,IGBO-EFON/IKOTA HOUSING ESTAT,AJAH VILLAGE,ADDO VILLAGE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
646,ETI-OSA II,SC/647/LA,State Constituency,"VICTORIA ISLAND I,IKOYI I, IKOYI II,OBALENDE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
647,IBEJU-LEKKI I,SC/648/LA,State Constituency,"IBEJU I,IBEJU II,IWEREKUN I,IWEREKUN II",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
648,IBEJU-LEKKI II,SC/649/LA,State Constituency,"ORIMEDU I,ORIMEDU II,ORIMEDU III,LEKKI I,LEKKI II,SIRI/IGBEKODO I,SIRI/GBEKODO II",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
649,IFAKO / IJAIYE I,SC/650/LA,State Constituency,"OGBA/OKE-IRA,OLD IFAKO/KARAOLE,NEW IFAKO/OYEMEKUN,FAGBA/KUTE,IJU ISHAGA,OBAWOLE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
650,IFAKO / IJAIYE II,SC/651/LA,State Constituency,"PANADA/ABULE-EGBA,IJAIYE/JOKORO,AGBADO-IJAIYE,ALAKUKO/KOLLINGTON,AJEGUN/AKINDE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
651,IKEJA I,SC/652/LA,State Constituency,"ANIFOWOSHE/IKEJA,AGIDINGBI/OMOLE/OJODU,ALAUSA/ORGUN/OLUSOSUN,ONILEKERE/ONIPETESI,IPODO/SERIKI ARO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
652,IKEJA II,SC/653/LA,State Constituency,"ADENIYI/JONES/OGBA,OKE-IRA/AGUDA TITUN,ONIGBONGBO/MILITARY CANTOMENT,GRA,WASIMI/OPEBI/ALLEN",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
653,IKORODU I,SC/654/LA,State Constituency,"ISELE I,ISEE II,ISELE III,AGA/IJOMU,IPAKODO,ISIU,AGURA/IPONMI,ODOGUNYAN,ERIKORODO,AGBALA,OLORUNDAQ,IGGBAGA",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
654,IKORODU II,SC/655/LA,State Constituency,"IMOTA I,IMOTA II,IGBOGBO I,IGBOGBO II,BAIYEKU/ORETA,IBESHE,IJEDE I,IJEDE II",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
655,KOSOFE I,SC/656/LA,State Constituency,"OWORONSOKI,IFAKO,ANTHONY/MENDE,OJOTA/OGUDU",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
656,KOSOFE II,SC/657/LA,State Constituency,"KETU/ALAPERE,KETA/IKOSI,ISHERI/OLOWO-IRA,AGBOYI I,AGBOYI II,AJEGUNLE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
657,LAGOS ISLAND I,SC/658/LA,State Constituency,"OLOWOGBOWO/ELEGBATA,OLUWOLE,IDUMOTA,OJU OTO/ISALE-EKE,IDUMAGBO/OKO-AWO,AGARAWU/OBADINA,IDUNATAFA,ILUPESI,ISALE-AGBEDE,OLOSUN",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
658,LAGOS ISLAND II,SC/659/LA,State Constituency,"OLUSHI/KAKAWA,POPO AGUDA,ANIKANTAMO,OKO-FAJI,EIYEKOLE,ONIKAN/OKESUNA,SANDGROUSE,ETETEDO,ILUBIRIN/LAFIAJI",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
659,LAGOS MAINLAND I,SC/660/LA,State Constituency,"OTTO/IDDO,APAPA ROAD/ENVIRON,OLALEYE/VILLAGE,MAKOKO/EBUTE METTA,OYINGBO MARKET/EBUTE METTA,GOLVER/EBUTE METTA,OKO-BABA",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
660,LAGOS MAINLAND II,SC/661/LA,State Constituency,"OYADIRAN/ESTATE/ABULE OJA,ALAGOMEJI,IWAYA,YABA/GBOBI-SABE,",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
661,MUSHIN I ,SC/662/LA,State Constituency,"ALAKARA,IDI-ORO/ODI-OLOWO,BABALOSA,OJUWOYE,ILUPEJU,OLATEJU,KAYODE/FADEYI,ILUPEJU/INDUSTRIAL",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
662,MUSHIN II,SC/663/LA,State Constituency,"MUSHIN/ATEWOLARA,PAPA AJAO,ILASAMAJA,BABALOSA/IDI-ARABA,ITIRE,IDI-ARABA",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
663,OJO I,SC/664/LA,State Constituency,"OJO,OKOKO,AJANGBADI,IBA,SABO/ALABA ",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
664,OJO II,SC/665/LA,State Constituency,"IJANIKIN,OTTO/ILOGBO,IREWE,TAFFI,ETEGBIN,IDOLUWO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
665,OSHODI/ISOLO I,SC/666/LA,State Constituency,"OSHODI-BOLADE,ORILE-OSHODI,MAFOLUKU,SOGUNLE,ALASIA/SOGUNLE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
666,OSHODI/ISOLO II,SC/667/LA,State Constituency,"ISOLO,AJAO ESTATE,OKOTA,ISHAGATEDO,OKE-AFA/EJIGBO",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
667,SHOMOLU I,SC/668/LA,State Constituency,"ONIPANU,PALMGROVE/IJEBUTEDO,ALADE,BAJULAIYE,IGBOBI/FOLA AGORO/BAJULAIYE/IGBARI",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
668,SHOMOLU II,SC/669/LA,State Constituency,"MAFOWOKU/PEDRO,BARIGA,ILAJE/AKOKA,GBAGADA PHASE I/OBANIKORO,GBANGBADA PHASE II/APELEHIN,ABULE OKUTA/ILAJE/BARIGA",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
669,SURULERE I,SC/670/LA,State Constituency,"AKINHANMI/COLE,YABA/OJUELEGBA,GBANJA/STADIUM,SHITTA/OGUNLANA DRIVE,ADENIREN OGUNSANYA,IPONRI HOUSING ESTATE/ERIC MOORE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
670,SURULERE II ,SC/671/LA,State Constituency,"ORILE,COKER,AGUDA,IJESHATEDO,ITIRE,IKATE",,25,LA,LAGOS STATE,161,NG,Nigeria,,,
671,AKWANGA NORTH,SC/672/NW,State Constituency,"ANHO BABA,ANCHO NIGHAAN,NINGO/BOHAR,AGYAGA,NUNKU,ANDAHA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
672,AKWANGA SOUTH,SC/673/NW,State Constituency,"GWARJE,GUDI,MOROA,AKWANGA EAST,AKWANGA WEST,",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
673,AWE NORTH,SC/674/NW,State Constituency,"KANJE/ABUNI,TUNGA,GALADIMA,MADAKI,MAKWANGIJI,JANGARU",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
674,AWE SOUTH,SC/675/NW,State Constituency,"RIBI,AZARA,WUSE,AKIRI",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
675,DOMA NORTH,SC/676/NW,State Constituency,"DAN GALADIMA,MADANCHI,MADAKI,SARKIN DAWAKI,SABON GARI,ALAGYA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
676,DOMA SOUTH,SC/677/NW,State Constituency,"AGBASHI,RUKUBI,DOKA,AKPANJA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
677,KARU/GITATA,SC/678/NW,State Constituency,"GITATA,PANDA/KARE,TATTARA/KONDORO,GURKU/KABUSU,ASO/KODAPE,KARU",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
678,KARSHI/UKE,SC/679/NW,State Constituency,"UKE,KARSHI I,KARSHI II,BAGABI/AGADA,KEFFIN SHANU/BETI",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
679,KEANA,SC/680/NW,State Constituency,"IWAGU,AMIRI,OBENE,OKI,KADARKO,KWARA,ALOSHI,AGAZA,GIZA MADAKI,GIZA GALADIMA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
680,KEFFI WEST,SC/681/NW,State Constituency,"ANG. IYA I,ANG.KIYA II,TUDUN KOFAR,GANGERAN TUDU,YARA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
681,KEFFI EAST,SC/682/NW,State Constituency,"ANG. RIMI,LIMAN ABAJI,JIGWADA,SABON GARI,GORIYA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
682,KOKONA EAST,SC/683/NW,State Constituency,"NIN KORO,HADARI,DARI,AMBA,GARAKA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
683,KOKONA WEST,SC/684/NW,State Constituency,"AGWADA,KOYA/KANA,BASSA,YELWA,KOFAR GWARI,KOKONA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
684,LAFIA CENTRAL,SC/685/NW,State Constituency,"CIROMA,GAYAM,MAKAMA,MAKWA,ZANWA,AKURBA,AGYARANGU TOFA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
685,LAFIA NORTH,SC/686/NW,State Constituency,"ASSAKIO,ADOGI,ASHIGE,ARIKLYA,SHABU/KWANDERE,KEFFIN WANBA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
686,NASSARAWA,SC/687/NW,State Constituency,"NAS MAIN TOWN,NAS. NORTH,NAS. EAST,NAS.CENTRAL,ARA I,ARA II,LAMIGA ",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
687,LOKI/UDEGE,SC/688/NW,State Constituency,"LOKO,UDENIN GIDA,UDENIN MAGAJI,TUNGA BAKONO,GURA/AISHA,AKUM,ODU,ONDA/KANA/APAWU",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
688,NASS-EGGON WEST,SC/689/NW,State Constituency,"IGGA/BURUM,MADA STATION,LIZZEN KEFFI/EZZEN,LAMBAGA/ARIKPA,KAGBU/WANGIBI,ALOCE/GINDA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
689,NASS-EGGON EAST,SC/690/NW,State Constituency,"NASSARAWA EGGON,UBBE,UMME,ENDE,WAKAMA,ALOGANI,AGUNJI/OGBABI",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
690,OBI I,SC/691/NW,State Constituency,"ADUDU,AGWATSAHI,DEDDERE,TUDUN ADUDU,OBI TOWN",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
691,OBI II,SC/692/NW,State Constituency,"GIDAN AUSA,I,GIDAN II,KYAKALE,GWADENYE,DUDUGURU",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
692,GADABUKE/TOTO,SC/693/NW,State Constituency,"GWARGWADA,GADAGWA,BUKGAKARMO,TOTO,SHAFAN ABAKWA,SHAFAN KWATTO",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
693,UMAISHA,SC/694/NW,State Constituency,"UMAISHA,DAUSU,KANYEHU,UGYA,SHEGE,KATAKPA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
694,WAMBA,SC/695/NW,State Constituency,"ARUM,MANGAR,GITTA,NAKERE,KONVAH,WAYO,WAMBA WEST,WAMBA EAST,KWARA,JIMIYA",,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
695,AGAIE,SC/696/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
696,AGWARA,SC/697/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
697,BIDA I,SC/698/NG,State Constituency,"Ward 01, 03, 05 & 10 -13",,27,NG,NIGER STATE,161,NG,Nigeria,,,
698,BIDA II,SC/699/NG,State Constituency,"Ward 02, 04, 06 – 09 & 14",,27,NG,NIGER STATE,161,NG,Nigeria,,,
699,BORGU,SC/700/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
700,BOSSO,SC/701/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
701,CHANCHANGA,SC/702/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
702,EDATTI,SC/703/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
703,GBAKO,SC/704/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
704,GURARA,SC/705/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
705,KATCHA,SC/706/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
706,KONTAGORA I,SC/707/NG,State Constituency,"Ward 01 – 06, 08 & 12",,27,NG,NIGER STATE,161,NG,Nigeria,,,
707,KOTANGORA II,SC/708/NG,State Constituency,"Ward 07, 09 & 10 - 13",,27,NG,NIGER STATE,161,NG,Nigeria,,,
708,LAPAI,SC/709/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
709,LAVUN,SC/710/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
710,MAGAMA,SC/711/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
711,MARIGA,SC/712/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
712,MASHEGU,SC/713/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
713,MOKWA,SC/714/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
714,MUNYA,SC/715/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
715,PAIKORO,SC/716/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
716,RAFI,SC/717/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
717,RIJAU,SC/718/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
718,SHIRORO,SC/719/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
719,SULEJA,SC/720/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
720,TAPA,SC/721/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
721,WUSHISHI,SC/722/NG,State Constituency,The entire LGA,,27,NG,NIGER STATE,161,NG,Nigeria,,,
722,ABEOKUTA SOUTH I,SC/723/OG,State Constituency,"AKE I, AKE II, AKE III, KESI/EMERE, IJEMO, ITOKO, IJAYE/IDI-ABA",,28,OG,OGUN STATE,161,NG,Nigeria,,,
723,ABEOKUTA SOUTH II,SC/724/OG,State Constituency,"ERUNBE/OKE-IJEUN, AGON-EGUN/IJESA/SODEKE/ISALE-IJEUN,SOKEKE/ISALE-IJEUN II, IMO/ISABO, IGBORE/AGO-OBA, IBARA I, IBARA II",,28,OG,OGUN STATE,161,NG,Nigeria,,,
724,ODEDA AREA,SC/725/OG,State Constituency,"ODEDA, BALOGUN ITESI, OLODO, ALAGBAGBA, ILUGUN, OSIELE, OBANTOKO, ALABATA, OBEYE, OPEJI,",,28,OG,OGUN STATE,161,NG,Nigeria,,,
725,ABEOKUTA NORTH,SC/726/OG,State Constituency,"IKEREKU, IKIJA, AGO-OKOO, ELEGA, ILUGUN/IBEREKODO, GBAGURA, IKA, LAFENWA, SABO, OKE-AGO OWU, TOTORO/SOKORI, IKTA-OSIN/OLOMORE, OLORUNDA/IJALE, IMALA/IDIEMI, ISAGA/ILEWO, IBARA, ORILE/ONASASA",,28,OG,OGUN STATE,161,NG,Nigeria,,,
726,OBAFEMI/OWODE,SC/727/OG,State Constituency,"MOKOLOKI, OFADA, OWODE, AJURA, MOOLOKI ASIPA, ONIDUNDU, OBA, EGBEDA, KAJOLA, OBAFEMI, AJEBO, ALAPAKO-ONI",,28,OG,OGUN STATE,161,NG,Nigeria,,,
727,IFO I,SC/728/OG,State Constituency,"IFO I, IFO II, IFO III, COKER, IBOGUN",,28,OG,OGUN STATE,161,NG,Nigeria,,,
728,EWEKORO/ITORI/ELERE-ADUBI,SC/730/OG,State Constituency,"ABALABI, ASA/YOBO, ARIGBAJO, ITORI, ELERE/ONIGBEDU, PAPLANTO, WASIMI, MOSAN, OWOWO, OBADA OKO",,28,OG,OGUN STATE,161,NG,Nigeria,,,
729,IJEBU NORTH I (IJEBU-IGBO),SC/731/OG,State Constituency,"ATIKORI, JAPARA/OJOWO, OMEN, OSUN, OKE-AGBO, ODE-SOPIN,",,28,OG,OGUN STATE,161,NG,Nigeria,,,
730,IJEBU NORTH II (AGO-IWOYE/ ORU/AWA,SC/732/OG,State Constituency,"ORU/AWA ILAPORU, AGOIWOYE I, AGO IWOYE II, AKO-ONIGBAGBO/GELEE, MAMU/ETIRI",,28,OG,OGUN STATE,161,NG,Nigeria,,,
731,IJEBU EAST AREA,SC/733/OG,State Constituency,"IJEBU IMUSHIN I, IJEBU MUSHIN II, IJEBU IFE II, OWU, IKIJA, ITELE, OGBERE, IMOBI I, IMOBI II JEBANDELE",,28,OG,OGUN STATE,161,NG,Nigeria,,,
732,OGUN WATERSIDE (ABIGI/IBIADE/IWOPIN/ONI),SC/734/OG,State Constituency,"IWOPIN, ONI, IBIADE, LUKOGBE/ILUSIN, ABIGI, EFIRE, AYEDE/LOMIRO,AYILA/ITEBU, MAKUN/IROKUN, ODE-OMI,1",,28,OG,OGUN STATE,161,NG,Nigeria,,,
733,IJEBU-ODE,SC/735/OG,State Constituency,"ISOKU/OSOSA, OD-ESA, ITANTEBO, IJADE/IMEPE I, IJADE/IMEPE II, PRORGUN I, POROGUN II, IJASI/IDEPO, ODO-EGBO/OLIWORO ISIWO, ITAMAPAKO",,28,OG,OGUN STATE,161,NG,Nigeria,,,
734,ODOGBOLU (ALEKKUN-IFESOWAPO/LAPORU,SC/736/OG,State Constituency,"IMOSAN, IMODI, OKUN-OWA, ODOGBOLU I, ODOGBOLU II AYEPE, OSOSA, IDOWA, IBEFUN, ILADO, OGBO/MORAIKA/ITA-EPO I, ALA/GBILE, JOBORE/IBIDO/IKISE, OMU, OGBO/MORAIKA/ITA-EPO,ATAN/IMUKU, ODOSIMADEGUN/ODOSENBORA, IMEWURO/ODODEYO/IMOMO, ODOSENLU, IFEDE/ITAMARUN, OJU ONA, ISOYIN, ILESE, OKE-ERI/OGBOGBO, ERUWON",,28,OG,OGUN STATE,161,NG,Nigeria,,,
735,SAGAMU I OFFIN,SC/738/OG,State Constituency,"OKO/EPE/ITULA I, OKO/EPE I/ITUA II, AYEGBAI/IJOKUN, SABO I, SABO I, ISOKUN, IJAGBA, LATAWA, ODE-LEMO, OGIJO/LIKOSI,",,28,OG,OGUN STATE,161,NG,Nigeria,,,
736,SAGAMU II MAKUN,SC/739/OG,State Constituency,"SURULERE, ISOTE, SIWMAWA/IWELEPE, EGBOWA, IBIDO/ITUN/ALARA",,28,OG,OGUN STATE,161,NG,Nigeria,,,
