id,constituency_name,inec_code,constituency_type,composition,collation_centre,state_id,state_inec_code,state_name,cscdb_country_id,cscdb_country_code,cscdb_country_name,parent_constituency_id,parent_constituency_name,parent_constituency_inec_code
1144,Kachia/Kagarko,FC/157/KD,Federal Constituency,The entire Geographical Area of Kachia/Kagarko L.G.As,INEC OFFICE KACHIA LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1145,Chikun/Kajuru,FC/158/KD,Federal Constituency,The entire Geographical Area of Chikun/Kajuru L.G.As,INEC OFFICE CHIKUN LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1146,Jema’a/Sanga,FC/159/KD,Federal Constituency,The entire Geographical Area of Jema'a/Sanga LGAs,INEC OFFICE JEMA'A LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1147,Birnin Gwari/Giwa,FC/160/KD,Federal Constituency,The entire Geographical Area of Birnin Gwari/Giwa L.G.As,INEC BIRNI GWARI,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1148,Sabon Gari,FC/161/KD,Federal Constituency,The entire Geographical Area of Sabon Gari L.G.A,LGA SECRETARIAT,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1149,Kaduna South,FC/162/KD,Federal Constituency,The entire Geographical Area of Kaduna South L.G.A,INEC OFFICE KADUNA SOUTH LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1150,Kaura,FC/163/KD,Federal Constituency,The entire Geographical Area of Kaura L.G.A,INEC OFFICE KAURA LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1151,Kauru,FC/164/KD,Federal Constituency,The entire Geographical Area of Kauru L.G.A,INEC OFFICE KAURU LGA,19,KD,KADUNA STATE,161,NG,Nigeria,,,
1152,Zangon Kataf/Jaba,FC/165/KD,Federal Constituency,The entire Geographical Area of Zangon Kataf/Jaba L.G.As,"INEC OFFICE ZANGGWA, Z/KAFAR",19,KD,KADUNA STATE,161,NG,Nigeria,,,
1153,Alabasu/Gaya/Ajingi,FC/166/KN,Federal Constituency,The entire Geographical Area of Alabasu/Gaya/Ajingi L.G.As,GAYA LGA,20,KN,KANO STATE,161,NG,Nigeria,,,
1154,Shanono/Bagwai,FC/167/KN,Federal Constituency,The entire Geographical Area of Shanono/Bagwai L.G.As,SHANONO LGA SECRETARIAT,20,KN,KANO STATE,161,NG,Nigeria,,,
1155,Bebeji/Kiru,FC/168/KN,Federal Constituency,The entire Geographical Area of Bebeji/Kiru L.G.As,KIRU LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1156,Bichi,FC/169/KN,Federal Constituency,The entire Geographical Area of Bichi L.G.A,BICHI LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1157,Rano/Bunkure/Kibiya,FC/170/KN,Federal Constituency,The entire Geographical Area of Rano/Bunkure/Kibiya L.G.As,RANO LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1158,Dala,FC/171/KN,Federal Constituency,The entire Geographical Area of Dala L.G.A,LGA SEC. DALA,20,KN,KANO STATE,161,NG,Nigeria,,,
1159,Gwale,FC/172/KN,Federal Constituency,The entire Geographical Area of Gwale L.G.A,GWALE GSS,20,KN,KANO STATE,161,NG,Nigeria,,,
1160,Dambatta/Makoda,FC/173/KN,Federal Constituency,The entire Geographical Area of Damatta/Makoda L.G.As,DANBATTA GOVT. GIRLS ARABIC SEC. SCH.,20,KN,KANO STATE,161,NG,Nigeria,,,
1161,Dawakin Kudu/Warawa,FC/174/KN,Federal Constituency,The entire Geographical Area of Dawakin Kudu/Warawa L.G.s,LGA SEC. D/KUDU,20,KN,KANO STATE,161,NG,Nigeria,,,
1162,Dawakin Tofa/Tofa/Rimin Gado,FC/175/KN,Federal Constituency,The entire Geographical Area of Dawakin Tofa/Tofa/Rimin Gado L.G.As,D/TOFA LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1163,Doguwa/Tudun Wada,FC/176/KN,Federal Constituency,The entire Geographical Area of Doguwa/Tudun Wada L.G.As,T/WADA GOVT. GIRLS ARABIC SEC. SCH.,20,KN,KANO STATE,161,NG,Nigeria,,,
1164,Gezawa/Gabasawa,FC/177/KN,Federal Constituency,The entire Geographical Area of Gezawa/Gabasawa L.G.As,GEZAWA LGA SEC,20,KN,KANO STATE,161,NG,Nigeria,,,
1165,Gwarzo/Ikabo,FC/178/KN,Federal Constituency,The entire Geographical Area of Gwarzo/Ikabo L.G.As,GWARZO (LG SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1166,Municipal,FC/179/KN,Federal Constituency,The entire Geographical Area of Municipal L.G.A,INEC OFFICE KMC,20,KN,KANO STATE,161,NG,Nigeria,,,
1167,Tarauni,FC/180/KN,Federal Constituency,The entire Geographical Area of Tarauni L.G.A,FGC KANO,20,KN,KANO STATE,161,NG,Nigeria,,,
1168,Karaye/Rogo,FC/181/KN,Federal Constituency,The entire Geographical Area of Karaye/Rogo L.G.As,KARAYE LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1169,Kumbotso,FC/182/KN,Federal Constituency,The entire Geographical Area of Kumbotso L.G.A,KUMBOTSO INEC OFFICE,20,KN,KANO STATE,161,NG,Nigeria,,,
1170,Kura/Madobi/Garun Mallam,FC/183/KN,Federal Constituency,The entire Geographical Area of Kura/Madobi/Garun Mallam L.G.As,KURA INEC OFFICE,20,KN,KANO STATE,161,NG,Nigeria,,,
1171,Nassarawa,FC/184/KN,Federal Constituency,The entire Geographical Area of Nasarawa L.G.A,SCH. OF HEALTH,20,KN,KANO STATE,161,NG,Nigeria,,,
1172,Fagge,FC/185/KN,Federal Constituency,The entire Geographical Area of Fagge L.G.A,FAGGE INEC OFFICE,20,KN,KANO STATE,161,NG,Nigeria,,,
1173,Sumaila/Takai,FC/186/KN,Federal Constituency,The entire Geographical Area of Sumaila/Takai L.G.As,TAKAI LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1174,Minjibir/Ungogo,FC/187/KN,Federal Constituency,The entire Geographical Area of Minjibir/Ungogo L.G.As,UNGOGO LGA SECRETARIAT,20,KN,KANO STATE,161,NG,Nigeria,,,
1175,Tsanyawa/Kunchi,FC/188/KN,Federal Constituency,The entire Geographical Area of Tsanyawa/Kunchi L.G.As,TSANYAWA LGA SECRETARIAT,20,KN,KANO STATE,161,NG,Nigeria,,,
1176,Wudil/Garko,FC/189/KN,Federal Constituency,The entire Geographical Area of Wudil/Garko L.G.As,WUDIL LGA SEC.,20,KN,KANO STATE,161,NG,Nigeria,,,
1177,Bakori/Danja,FC/190/KT,Federal Constituency,The entire Geographical Area of Bakori/Danja L.G.As,BAKORI L.G CAHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1178,Batagarawa/Charanchi/Rimi,FC/191/KT,Federal Constituency,The entire Geographical Area ofBatagarawa/Charanchi/Rimi L.G.As,RIMI L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1179,Batsari/Safana/Danmusa,FC/192/KT,Federal Constituency,The entire Geographical Area of Batsari/Safana/Danmusa L.G.As,SAFANA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1180,Bindawa/Mani,FC/193/KT,Federal Constituency,The entire Geographical Area of Bindawa/Mani L.G.As,MANI L.G CHAAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1181,Daura/Sandamu/Mai’adua,FC/194/KT,Federal Constituency,The entire Geographical Area of Daura/Sandamu/Mai'adua L.G.As,DAURA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1182,Dutsin-ma/Kurfi,FC/195/KT,Federal Constituency,The entire Geographical Area of Dutsin-ma/Kurfi L.G.As,DUTSIN-MA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1183,Faskari/Kankara/Sabuwa,FC/196/KT,Federal Constituency,The entire Geographical Area of Faskari/Kankara/Sabuwa L.G.As,KANKARA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1184,Funtua/Dandume,FC/197/KT,Federal Constituency,The entire Geographical Area of Funtua/Dandume L.G.As,INEC OFFICE FUNTUA LG,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1185,Ingawa/Kankia/Kusada,FC/198/KT,Federal Constituency,The entire Geographical Area of Ingwa/Kankia/Kusada L.G.As,KANKIA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1186,Jibia/Kaita,FC/199/KT,Federal Constituency,The entire Geographical Area of Jibia/aita L.G.As,JIBIA L.G  CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1187,Malumfashi/Kafur,FC/200/KT,Federal Constituency,The entire Geographical Area of Malumfashi/Kafur L.G.As,MALUMFASHI L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1188,Katsina,FC/201/KT,Federal Constituency,The entire Geographical Area of Katsina L.G.A,KATSINA INEC OFFICE,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1189,Mashi/Dutsi,FC/202/KT,Federal Constituency,The entire Geographical Area of Mashi/Dutsi L.G.As,MASHI INEC OFFICE,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1190,Matazu/Musawa,FC/203/KT,Federal Constituency,The entire Geographical Area of Matazu/Musawa L.G.As,MUSAWA L.G CHAMBER,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1191,Zango/Baure,FC/204/KT,Federal Constituency,The entire Geographical Area of Zango/Baure L.G.As,BAURE L.G CHAMBERS,21,KT,KATSINA STATE,161,NG,Nigeria,,,
1192,Arewa/Dandi,FC/205/KB,Federal Constituency,The entire Geographical Area of Arewa/Dandi L.G.As,Kanba LGA Sectariat,22,KB,KEBBI STATE,161,NG,Nigeria,,,
1193,Argungu/Augie,FC/206/KB,Federal Constituency,The entire Geographical Area of Argungu/Augie L.G.As,INEC Office Arugungu,22,KB,KEBBI STATE,161,NG,Nigeria,,,
1194,Bagudo/Suru,FC/207/KB,Federal Constituency,The entire Geographical Area of Bagudo/Suru L.G.As,"INEC Office, Babudo",22,KB,KEBBI STATE,161,NG,Nigeria,,,
1195,Bunza/Birnin Kebbi/Kalgo,FC/208/KB,Federal Constituency,The entire Geographical Area of Bunza/Birnin Kebbi/Kalgo L.G.As,INEC Office Birnin Kebbi,22,KB,KEBBI STATE,161,NG,Nigeria,,,
1196,Aleiro/Gwandu/Jega,FC/209/KB,Federal Constituency,The entire Geographical Area of Aleiro/Gwandu/Jega L.G.As,"INEC Office, Jega",22,KB,KEBBI STATE,161,NG,Nigeria,,,
1197,Koko-Besse/Maiyama,FC/210/KB,Federal Constituency,The entire Geographical Area of Koko-Besse/Maiyama L.G.As,INEC Office Maiyama,22,KB,KEBBI STATE,161,NG,Nigeria,,,
1198,Fakai/Sakaba/Wasagu/Danko/ Zuru,FC/211/KB,Federal Constituency,The entire Geographical Area of Fakai/Sakaba/Wasagu/Danko/Zuru L.G.As,"INEC Office, Zuru",22,KB,KEBBI STATE,161,NG,Nigeria,,,
1199,Ngaski/Shanga/Yauri,FC/212/KB,Federal Constituency,The entire Geographical Area of Ngaski/Shanga/Yauri L.G.As,"INEC Office, Yahuri",22,KB,KEBBI STATE,161,NG,Nigeria,,,
1200,Adavi/Okehi,FC/213/KG,Federal Constituency,The entire Geographical Area of Adavi/Okehi L.G.As,ADAVI LG COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1201,Ankpa/Omala/Olamaboro,FC/214/KG,Federal Constituency,The entire Geographical Area of Ankpa/Omala/Olamabaro L.G.As,ANKPA LG COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1202,Bassa/Dekina,FC/215/KG,Federal Constituency,The entire Geographical Area of Bassa/Dekina L.G.As,DEKINA LG COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1203,Idah/Igalamela Odolu/Ibaji/ Ofu,FC/216/KG,Federal Constituency,The entire Geographical Area ofIdah/Igalamela Odolu/Ibaji/Ofu L.G.As,IDAH LG COUNCIL SEC,23,KG,KOGI STATE,161,NG,Nigeria,,,
1204,Ijumu/Kabba-Bunu,FC/217/KG,Federal Constituency,The entire Geographical Area of Ijumu/Kabba-Bunu L.G.As,KABBA LGA COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1205,Ajaokuta,FC/218/KG,Federal Constituency,The entire Geographical Area of Ajaokuta L.G.A,AJAOKUTA LGA COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1206,Kogi (Lokoja)/Kogi (K.K.),FC/219/KG,Federal Constituency,The entire Geographical Area of Kogi (Lokoja)/Kogi (K.K.) L.G.As,LOKOJA LGA COUNCIL SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1207,Okene/Ogori-Magogo,FC/220/KG,Federal Constituency,The entire Geographical Area of Okene/Ogori-Magongo L.G.As,OKENE LG COUNCILM SEC.,23,KG,KOGI STATE,161,NG,Nigeria,,,
1208,Yagba East/Yagba West/ Mopamuro,FC/221/KG,Federal Constituency,The entire Geographical Area of Yagba East/Yagba West/Mopamuro L.G.As,INEC OFFICE ISANLU,23,KG,KOGI STATE,161,NG,Nigeria,,,
1209,Baruten/Kaiama,FC/222/KW,Federal Constituency,The entire Geographical Area of Baruten/Kaima L.G.As,"INEC LGA OFFICE, KAIAMA",24,KW,KWARA STATE,161,NG,Nigeria,,,
1210,Edu/Moro/Pategi,FC/223/KW,Federal Constituency,The entire Geographical Area of Edu/Moro/Pategi L.G.As,"INEC LGA OFFICE, BODE SAADU",24,KW,KWARA STATE,161,NG,Nigeria,,,
1211,Ekiti/Isin/Irepodun/Oke-Ero,FC/224/KW,Federal Constituency,The entire Geographical Area of Ekiti/Isin/Irepodun/Oke-Ero L.G.As,"INEC LGA OFFICE, OMU-ARAN",24,KW,KWARA STATE,161,NG,Nigeria,,,
1212,Ilorin East/Ilorin South,FC/225/KW,Federal Constituency,The entire Geographical Area of Ilorin East/Ilorin South L.G.As,"INEC LGA OFFICE, ILORIN EAST",24,KW,KWARA STATE,161,NG,Nigeria,,,
1213,Ilorin West/Asa,FC/226/KW,Federal Constituency,The entire Geographical Area of Ilorin West/Asa L.G.As,"INEC LGA OFFICE, ILORIN WEST",24,KW,KWARA STATE,161,NG,Nigeria,,,
1214,Ifelodun/Offa/Oyun,FC/227/KW,Federal Constituency,The entire Geographical Area of Ifelodun/Offa/Oyun L.G.As,"INEC LGA OFFICE, OFFA",24,KW,KWARA STATE,161,NG,Nigeria,,,
1215,Agege,FC/228/LA,Federal Constituency,The entire Geographical Area of Agege L.G.A,AGEGE LGA SECTARIAT HALL,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1216,Ifako/Ijaiye,FC/229/LA,Federal Constituency,The entire Geographical Area of Ifako- Ijaye L.G.A,COUNCIL HALL IFAKO-IJAYE LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1217,Alimosho,FC/230/LA,Federal Constituency,The entire Geographical Area of Alimosho LGA,COUNCIL HALL ALIMOSO LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1218,Badagry,FC/231/LA,Federal Constituency,The entire Geographical Area of Badagry LGA,COUNCIL HALL BADAGRY LGA SEC,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1219,Epe,FC/232/LA,Federal Constituency,The entire Geographical Area of Epe LGA,COUNCIL HALL EPE LGA SEC,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1220,Ibeju Lekki,FC/233/LA,Federal Constituency,The entire Geographical Area of Ibeju Lekki LGA,COUNCIL HALL IBEJU LEKKI LGA,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1221,Eti-Osa,FC/234/LA,Federal Constituency,The entire Geographical Area of Eti-Osa LGA,ETI-OSA LGA HALL,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1222,Apapa,FC/235/LA,Federal Constituency,The entire Geographical Area of Apapa LGA,APAPA LGA SECRETARIAT ,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1223,Ikeja,FC/236/LA,Federal Constituency,The entire Geographical Area of Ikeja LGA,IKEJA LOCAL GOVERNMENT COUNCIL CHAMBER,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1224,Ikorodu,FC/237/LA,Federal Constituency,The entire Geographical Area of Ikorodu LGA,COUNCIL HALL IKORODU LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1225,Lagos Island I,FC/238/LA,Federal Constituency,Part of Lagos Island LGA,"CITY HALL, LAGOS ISLAND",25,LA,LAGOS STATE,161,NG,Nigeria,,,
1226,Lagos Island II,FC/239/LA,Federal Constituency,Part of Lagos Island LGA,"CITY HALL, LAGOS ISLAND",25,LA,LAGOS STATE,161,NG,Nigeria,,,
1227,Lagos Mainland,FC/240/LA,Federal Constituency,The entire Geographical Area of Lagos Mainland LGA,COUNCIL HALL LAGOS MAINLAND LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1228,Mushin I,FC/241/LA,Federal Constituency,Part of Mushin LGA,COUNCIL HALL MUSHIN LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1229,Mushin II,FC/242/LA,Federal Constituency,Part of Mushin LGA,COUNCIL HALL MUSHIN LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1230,Ojo,FC/243/LA,Federal Constituency,The entire Geographical Area of Ojo LGA,"COUNCIL CHAMBER OJO, LGA SEC",25,LA,LAGOS STATE,161,NG,Nigeria,,,
1231,Amuwo-Odofin,FC/244/LA,Federal Constituency,The entire Geographical Area of Amuwo-Odofin LGA,COUNCIL CHAMBER AMUWO ODOFIN LGA SEC,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1232,Ajeromi/Ifelodun,FC/245/LA,Federal Constituency,The entire Geographical Area of Ajeromi/Ifelodun LGA,COUNCIL HALL AJEROMI IFELODUN LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1233,Oshodi/Isolo I,FC/246/LA,Federal Constituency,Part of Oshodi/Isolo LGA,SECRETARIAT OSHODI-ISOLO LGA,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1234,Oshodi/Isolo II,FC/247/LA,Federal Constituency,Part of Oshodi/Isolo LGA,SECRETARIAT OSHODI-ISOLO LGA,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1235,Shomolu,FC/248/LA,Federal Constituency,The entire Geographical Area of Shomolu LGA,COUNCIL HALL SOMOLU LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1236,Kosofe,FC/249/LA,Federal Constituency,The entire Geographical Area of Kosofe LGA,COUNCIL HALL KOSOFE LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1237,Surulere I,FC/250/LA,Federal Constituency,Part of Surulere LGA,COUNCIL HALL SURULERE LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1238,Surulere II,FC/251/LA,Federal Constituency,Part of Surulere LGA,COUNCIL HALL SURULERE LGA SECRETARIAT,25,LA,LAGOS STATE,161,NG,Nigeria,,,
1239,Akwanga/Nassarawa Eggon/ Wamba,FC/252/NW,Federal Constituency,The entire Geographical Area of Akwanga/Nasarawa-Egon/Wamba LGAs,VIP CHAMBER AKWANGA,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
1240,Awe/Doma/Keana ,FC/253/NW,Federal Constituency,The entire Geographical Area of Awe/Doma/Keana LGAs,COUNCIL CHAMBERS AWE,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
1241,Keffi/Karu/Kokona,FC/254/NW,Federal Constituency,The entire Geographical Area of Keffi/Karu/Kokona LGAs,MAIN AUDITORIUM NAS. STATE UNI. KEFFI,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
1242,Lafia/Obi,FC/255/NW,Federal Constituency,The entire Geographical Area of Lafia/Obi LGAs,COLLEGE OF AGRIC. LAFIA,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
1243,Nassarawa/Toto,FC/256/NW,Federal Constituency,The entire Geographical Area of Nasarawa/Toto LGAs,FED. POLY NASARAWA,26,NW,NASARAWA STATE,161,NG,Nigeria,,,
1244,Agaie/Lapai,FC/257/NG,Federal Constituency,The entire Geographical Area of Agaie/Lapai LGAs,"DENDO SEC. SCH, AGAIE",27,NG,NIGER STATE,161,NG,Nigeria,,,
1245,Agwara/Borgu,FC/258/NG,Federal Constituency,The entire Geographical Area of Agwara/Borgu LGAs,GOVT SCIENCE SEC. SCHOOL NEW BUSSA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1246,Bida/Gbako/Katcha,FC/259/NG,Federal Constituency,The entire Geographical Area of Bida/Gbako/Katcha LGAs,GOVT. COLLEGE BIDA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1247,Booso/Paikoro,FC/260/NG,Federal Constituency,The entire Geographical Area of Booso/Paikoro LGAs,COLLEGE OF EDUCATION MINNA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1248,Chanchaga,FC/261/NG,Federal Constituency,The entire Geographical Area of Chanchaga LGA,EDUCATION RESOURCE CENTRE MINNA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1249,Gurara/Suleja/Tapa,FC/262/NG,Federal Constituency,The entire Geographical Area of Gurara/Suleja/Tapa LGAs,SULEIMAN BARAU TECH. COLLEGE SULEJA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1250,Lavun/Mokwa/Edati,FC/263/NG,Federal Constituency,The entire Geographical Area of Lavun/Mokwa/Edati LGAs,GOVT. SCIENCE COLLEGE KUTIGI,27,NG,NIGER STATE,161,NG,Nigeria,,,
1251,Magama/Rijau,FC/264/NG,Federal Constituency,The entire Geographical Area of Magama/Rijau LGAs,GOVT. SEC. SCH. RIJAU,27,NG,NIGER STATE,161,NG,Nigeria,,,
1252,Kontagora/Wushishi/Mariga/ Mashegu,FC/265/NG,Federal Constituency,The entire Geographical Area of Kontagora/Wushishi/Mariga/Mashegu LGAs,GOVT. TECH. COLLEGE KONTAGORA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1253,Shiroro/Rafi/Munya,FC/266/NG,Federal Constituency,The entire Geographical Area of Shiroro/Rafi/Munya LGAs,FED. TECH. COLLEGE KUTA,27,NG,NIGER STATE,161,NG,Nigeria,,,
1254,Abeokuta North/ Obafemi- Owode/Odeda,FC/267/OG,Federal Constituency,The entire Geographical Area of Abeokuta North/Obafemi-Owode/Odeda LGAs,UNITY HIGH SCH. AGO IKA,28,OG,OGUN STATE,161,NG,Nigeria,,,
1255,Abeokuta South,FC/268/OG,Federal Constituency,The entire Geographical Area of Abeokuta South LGA,CENTRAL HALL AKE,28,OG,OGUN STATE,161,NG,Nigeria,,,
1256,Ado-Odo/Ota,FC/269/OG,Federal Constituency,The entire Geographical Area of Ado-Odo/Ota LGAs,LG. SEC. HALL,28,OG,OGUN STATE,161,NG,Nigeria,,,
1257,Egbado North/Imeko-Afon,FC/270/OG,Federal Constituency,The entire Geographical Area of Egbado North/Imeko-Afon LGAs,"MULTI-PURPOSE TOWN HALL, OKE OYINBO, AYETORO",28,OG,OGUN STATE,161,NG,Nigeria,,,
1258,Egbado South/Ipokia,FC/271/OG,Federal Constituency,The entire Geographical Area of Egbado South/Ipokia LGAs,ORONA TOWN HALL ILARO,28,OG,OGUN STATE,161,NG,Nigeria,,,
1259,Ifo/Ewekoro,FC/272/OG,Federal Constituency,The entire Geographical Area of Ifo/Ewekoro LGAs,"R.C.M. SCH. I, IFO",28,OG,OGUN STATE,161,NG,Nigeria,,,
1260,Ijebu North/Ijebu East/Ogun Waterside,FC/273/OG,Federal Constituency,The entire Geographical Area of Ijebu North/Ijebu East/Ogun Waterside LGAs,ST. MARY PRY. SCH. IJEBU-IMUSHIN,28,OG,OGUN STATE,161,NG,Nigeria,,,
1261,Ijebu Ode /Odogbolu /Ijebu North East,FC/274/OG,Federal Constituency,The entire Geographical Area of Ijebu-Ode/Odogbolu/Ijebu North East LGAs,IJEBU-ODE GRAMMAR SCH. IJEBU-ODE,28,OG,OGUN STATE,161,NG,Nigeria,,,
1262,Ikenne/Shagamu/Remo North,FC/275/OG,Federal Constituency,The entire Geographical Area of Ikenne/Shagamu/Remo North LGAs,"TOWN HALL, IKENNE",28,OG,OGUN STATE,161,NG,Nigeria,,,
1263,Akoko North East/Akoko North West,FC/276/OD,Federal Constituency,The entire Geographical Area of Akoko North East/Akoko North West LGAs,VICTORY COLLEGE IKARE,29,OD,ONDO STATE,161,NG,Nigeria,,,
1264,Akoko South East/Akoko South West,FC/277/OD,Federal Constituency,The entire Geographical Area of Akoko South East/ Akoko South West LGAs,ST. MARY’S PRY SCH. OKA,29,OD,ONDO STATE,161,NG,Nigeria,,,
1265,Akure North/Akure South,FC/278/OD,Federal Constituency,The entire Geographical Area of Akure North/Akure South LGAs,ST. PETER’S UNITY SCH. AKURE,29,OD,ONDO STATE,161,NG,Nigeria,,,
1266,Idanre/Ifedore,FC/279/OD,Federal Constituency,The entire Geographical Area of Idanre/Ifedore LGAs,LOCAL GOVT. OWENA,29,OD,ONDO STATE,161,NG,Nigeria,,,
1267,Ileoluji/Okeigbo/Odigbo,FC/280/OD,Federal Constituency,The entire Geographical Area of Ile- Oluji/Okeigbo/Odigbo LGAs,"ISERO GRAMMAR SCH., ODIGBO",29,OD,ONDO STATE,161,NG,Nigeria,,,
1268,Okitipupa/Irele,FC/281/OD,Federal Constituency,The entire Geographical Area of Okitipupa/Irele LGAs,STELLA MARIS COLLEGE OKITIPUPA,29,OD,ONDO STATE,161,NG,Nigeria,,,
1269,Eseodo/Ilaje,FC/282/OD,Federal Constituency,The entire Geographical Area of Eseodo/Ilaje LGAs,CIVIC CENTRE IGBOKODA,29,OD,ONDO STATE,161,NG,Nigeria,,,
1270,Ondo East/Ondo West,FC/283/OD,Federal Constituency,The entire Geographical Area of Ondo East/Ondo West LGAs,"TOWN HALL, ENUOWA ONDO",29,OD,ONDO STATE,161,NG,Nigeria,,,
1271,Owo/Ose,FC/284/OD,Federal Constituency,The entire Geographical Area of Owo/Ose LGAs,"MAPO HALL, OWO",29,OD,ONDO STATE,161,NG,Nigeria,,,
1272,Irepodun/Olorunda/Osogbo/Orolu,FC/285/OS,Federal Constituency,The entire Geographical Area of Irepodun/Olorunda/Osogbo/Orolu LGAs,"OSOGBO CITY HALL, OSOGBO",30,OS,OSUN STATE,161,NG,Nigeria,,,
1273,Odo-Otin/Ifelodun/Boripe,FC/286/OS,Federal Constituency,The entire Geographical Area of Odo-Otin/Ifelodun/Boripe LGAs,IKIRUN TOWN HALL IKIRUN,30,OS,OSUN STATE,161,NG,Nigeria,,,
1274,Boluwaduro/Ifedayo/Ila,FC/287/OS,Federal Constituency,The entire Geographical Area of Boluwaduro/Ifedayo/Ila LGAs,ILA LGA SEC. ILA OREGUN,30,OS,OSUN STATE,161,NG,Nigeria,,,
1275,Atakunmosa East/ Atakunmosa West/Ilesha East/Ilesha West,FC/288/OS,Federal Constituency,The entire Geographical Area of Atakumosa East/Atakumosa West/Ilesha East/Ilesha West LGAs,OGBOKUN BOSI TOWN HALL ILESHA,30,OS,OSUN STATE,161,NG,Nigeria,,,
1276,Obokun/Oriade,FC/289/OS,Federal Constituency,The entire Geographical Area of Obokun/Oriade LGAs,IJEBU IJESHA GRAMM. SCH. IJEBU IJESHA,30,OS,OSUN STATE,161,NG,Nigeria,,,
1277,Ife Central/Ife North/Ife South/Ife East ,FC/290/OS,Federal Constituency,The entire Geographical Area of Ife Central/Ife North/Ife South/Ife East LGAs,IFE CITY HALL ILE IFE,30,OS,OSUN STATE,161,NG,Nigeria,,,
